gender,race/ethnicity,parental level of education,lunch,test preparation course,math score,reading score,writing score
male,group B,some high school,standard,none,73,64,56
male,group A,bachelor's degree,standard,completed,84,82,84
male,group B,some college,standard,none,61,57,59
male,group D,high school,standard,none,61,55,49
female,group A,some college,standard,none,59,58,65
male,group D,some college,standard,completed,58,57,59
female,group C,some college,free/reduced,none,34,41,40
female,group D,some high school,standard,completed,65,78,79
female,group D,associate's degree,standard,none,62,75,75
male,group D,master's degree,standard,none,83,81,84
male,group B,some college,free/reduced,completed,78,79,77
male,group B,some college,free/reduced,completed,57,61,61
male,group D,bachelor's degree,free/reduced,none,65,70,70
male,group E,associate's degree,standard,completed,94,85,82
female,group D,some high school,standard,completed,64,76,74
male,group C,master's degree,free/reduced,none,57,66,63
male,group C,associate's degree,free/reduced,none,58,56,52
female,group C,associate's degree,standard,none,51,53,58
male,group D,associate's degree,free/reduced,none,53,58,50
female,group E,bachelor's degree,standard,completed,99,100,100
male,group A,high school,standard,none,57,49,55
male,group B,some college,free/reduced,none,54,49,46
male,group D,some college,standard,completed,100,96,97
female,group B,high school,standard,none,87,96,87
female,group C,high school,standard,none,31,29,29
female,group C,some college,standard,none,54,61,55
male,group D,some college,standard,none,74,59,61
male,group E,some college,standard,none,74,70,74
female,group D,some high school,free/reduced,completed,70,88,81
male,group D,bachelor's degree,standard,completed,69,73,74
male,group D,some college,standard,completed,98,95,100
female,group C,associate's degree,standard,none,63,67,72
female,group E,some college,standard,none,100,92,98
male,group C,high school,free/reduced,none,26,38,38
female,group C,some high school,standard,none,48,64,56
female,group A,some high school,free/reduced,none,39,44,44
male,group C,some college,standard,none,58,41,41
female,group C,some college,standard,none,52,57,58
male,group D,high school,standard,none,45,34,33
female,group A,bachelor's degree,standard,none,46,58,63
female,group D,some college,free/reduced,completed,59,78,75
male,group C,associate's degree,standard,completed,55,57,58
male,group E,some high school,standard,none,92,84,77
female,group C,some high school,standard,none,69,73,74
female,group B,high school,free/reduced,none,10,22,25
female,group D,some high school,standard,none,73,73,71
female,group D,some college,free/reduced,none,52,57,61
male,group C,associate's degree,free/reduced,completed,63,74,69
male,group E,high school,free/reduced,completed,59,55,52
male,group C,bachelor's degree,free/reduced,none,40,60,46
male,group D,associate's degree,free/reduced,none,89,86,76
female,group B,some high school,free/reduced,none,23,39,28
female,group C,associate's degree,standard,completed,67,83,83
female,group E,associate's degree,standard,none,86,91,88
male,group A,some high school,standard,none,69,63,53
male,group B,associate's degree,free/reduced,none,44,41,38
female,group B,some college,standard,none,18,39,29
female,group C,bachelor's degree,free/reduced,completed,45,64,68
female,group E,high school,free/reduced,completed,55,79,74
male,group E,associate's degree,standard,completed,94,86,80
male,group A,some college,standard,completed,100,96,84
male,group D,high school,free/reduced,none,67,69,66
male,group C,high school,standard,none,71,65,65
male,group E,some college,standard,none,75,70,70
male,group C,some high school,standard,none,52,49,42
male,group E,some college,standard,completed,81,76,72
male,group A,bachelor's degree,free/reduced,completed,51,59,60
male,group E,some high school,free/reduced,completed,75,82,78
female,group D,some college,standard,completed,86,84,99
female,group C,some high school,standard,completed,71,80,75
male,group A,high school,free/reduced,none,48,45,37
male,group D,some college,standard,none,75,65,67
female,group B,some college,standard,none,82,87,85
female,group C,bachelor's degree,standard,none,68,71,74
female,group B,associate's degree,standard,completed,88,88,91
male,group D,high school,free/reduced,completed,79,76,77
female,group D,some high school,free/reduced,completed,41,67,65
male,group C,bachelor's degree,standard,none,85,85,86
female,group C,some college,standard,completed,70,72,76
female,group C,bachelor's degree,standard,none,65,75,73
female,group E,bachelor's degree,standard,completed,100,100,100
female,group B,associate's degree,standard,completed,62,87,88
male,group C,associate's degree,standard,completed,76,78,77
male,group D,some high school,standard,none,73,71,73
male,group D,associate's degree,standard,none,78,73,69
female,group D,some high school,standard,none,69,86,79
male,group D,some college,standard,none,53,61,51
male,group E,associate's degree,standard,completed,71,77,67
female,group D,some college,standard,none,72,73,75
female,group D,some high school,free/reduced,completed,71,88,80
female,group C,some college,free/reduced,completed,40,64,68
female,group B,high school,free/reduced,none,69,82,83
male,group C,some college,standard,none,89,78,77
male,group C,high school,free/reduced,none,56,56,56
male,group C,master's degree,standard,none,71,61,67
male,group D,some college,standard,completed,67,77,75
female,group B,master's degree,standard,none,76,89,88
female,group E,some college,free/reduced,none,68,77,71
female,group D,some college,free/reduced,completed,57,82,76
male,group D,associate's degree,standard,none,70,68,60
female,group B,some college,free/reduced,none,76,82,79
male,group E,some college,free/reduced,none,93,88,82
male,group A,some college,standard,none,70,66,69
female,group E,associate's degree,standard,none,66,66,70
male,group A,associate's degree,standard,none,63,60,63
female,group D,bachelor's degree,standard,none,77,91,86
male,group B,high school,standard,none,46,46,43
female,group C,some college,standard,none,57,72,72
male,group B,associate's degree,free/reduced,completed,59,59,59
female,group A,some college,standard,completed,71,79,81
female,group B,master's degree,standard,none,70,87,83
male,group E,associate's degree,free/reduced,none,91,92,86
female,group D,associate's degree,free/reduced,none,28,31,37
female,group D,some college,standard,none,78,90,87
female,group E,bachelor's degree,standard,none,65,73,73
male,group D,some college,standard,completed,65,76,79
female,group B,some high school,free/reduced,none,45,63,55
female,group C,some college,standard,completed,91,86,94
female,group C,some high school,standard,completed,77,91,83
female,group B,associate's degree,standard,none,49,52,57
male,group E,some college,standard,none,58,53,42
male,group D,some college,standard,completed,84,80,84
female,group D,some high school,free/reduced,none,67,86,86
male,group C,master's degree,free/reduced,completed,44,41,43
male,group A,high school,free/reduced,none,51,44,42
female,group C,some college,free/reduced,completed,65,73,67
male,group A,some high school,free/reduced,none,69,73,65
male,group C,bachelor's degree,free/reduced,none,61,68,61
male,group D,associate's degree,standard,none,50,52,51
male,group D,high school,standard,none,55,54,39
female,group C,associate's degree,standard,completed,56,74,79
male,group D,bachelor's degree,standard,completed,67,75,72
female,group C,high school,standard,none,64,71,73
female,group C,some college,standard,none,60,73,75
male,group E,bachelor's degree,standard,none,68,69,66
male,group A,high school,free/reduced,none,45,47,44
male,group D,some college,standard,completed,60,56,60
male,group B,associate's degree,free/reduced,completed,84,80,77
female,group D,associate's degree,standard,none,85,90,93
male,group E,master's degree,standard,none,90,84,80
male,group E,some college,standard,completed,82,85,81
female,group B,some high school,standard,completed,34,51,44
female,group E,high school,standard,none,50,50,46
male,group C,bachelor's degree,standard,completed,72,73,72
male,group C,high school,standard,none,86,77,74
male,group E,associate's degree,free/reduced,none,89,90,82
male,group B,some high school,standard,none,72,66,54
male,group C,some college,standard,none,89,83,77
female,group A,some college,standard,completed,73,84,82
female,group B,some college,standard,completed,49,69,70
female,group B,some high school,standard,none,75,78,81
male,group D,associate's degree,standard,none,74,68,66
male,group C,associate's degree,standard,none,84,72,75
male,group B,some high school,standard,completed,93,88,88
male,group C,some high school,standard,none,75,72,64
male,group C,high school,standard,none,67,61,54
male,group D,bachelor's degree,free/reduced,none,48,44,44
male,group D,some college,free/reduced,none,69,62,64
female,group C,some college,standard,none,53,48,53
female,group B,high school,standard,completed,70,76,71
male,group C,bachelor's degree,standard,none,85,82,89
male,group D,bachelor's degree,free/reduced,completed,58,67,76
female,group C,some high school,standard,none,66,69,77
male,group C,associate's degree,standard,none,85,79,79
male,group D,some college,standard,completed,63,58,56
male,group C,some high school,free/reduced,completed,56,61,62
male,group D,high school,standard,none,70,67,67
male,group C,associate's degree,standard,none,70,76,73
female,group C,bachelor's degree,free/reduced,none,52,59,59
female,group C,some college,standard,none,86,84,91
male,group B,associate's degree,free/reduced,none,68,63,60
male,group E,associate's degree,standard,completed,97,79,89
female,group A,associate's degree,free/reduced,none,43,52,46
male,group E,some college,standard,completed,81,76,71
male,group D,bachelor's degree,standard,none,66,58,61
male,group D,some high school,standard,completed,73,72,71
male,group C,associate's degree,standard,none,91,84,83
male,group C,associate's degree,standard,none,83,73,76
male,group C,associate's degree,standard,none,74,76,66
male,group D,some college,standard,none,76,66,67
female,group D,bachelor's degree,free/reduced,completed,93,96,98
male,group C,bachelor's degree,standard,completed,95,95,94
female,group E,associate's degree,standard,completed,83,85,86
female,group E,high school,standard,completed,75,80,80
male,group E,high school,free/reduced,completed,56,53,53
female,group B,associate's degree,free/reduced,none,44,63,54
male,group B,bachelor's degree,free/reduced,none,72,56,56
male,group C,high school,standard,none,88,75,70
female,group C,associate's degree,standard,completed,74,74,81
female,group C,some college,standard,none,84,85,90
male,group C,associate's degree,standard,none,91,78,82
female,group C,associate's degree,standard,none,66,64,73
female,group B,some college,standard,none,84,85,83
male,group D,some high school,free/reduced,none,59,45,42
male,group E,associate's degree,standard,none,87,77,78
male,group A,bachelor's degree,standard,completed,80,76,77
female,group D,associate's degree,standard,none,59,71,66
female,group A,high school,standard,completed,68,75,74
male,group E,some high school,standard,none,81,70,63
female,group B,some high school,standard,completed,58,69,67
female,group B,associate's degree,standard,completed,90,91,93
female,group C,master's degree,standard,completed,80,91,86
female,group C,associate's degree,free/reduced,completed,81,94,91
female,group D,bachelor's degree,standard,none,89,100,100
male,group D,some college,free/reduced,none,62,53,61
male,group A,bachelor's degree,standard,none,91,97,87
male,group C,bachelor's degree,free/reduced,none,52,59,52
female,group C,some college,standard,completed,72,70,83
male,group D,master's degree,standard,none,79,79,72
female,group B,high school,free/reduced,completed,65,80,80
female,group A,high school,free/reduced,completed,32,48,39
female,group D,master's degree,standard,none,86,100,100
male,group A,high school,standard,completed,69,72,74
male,group D,associate's degree,standard,none,49,55,52
male,group D,some high school,standard,completed,77,71,69
female,group C,high school,standard,none,64,74,63
female,group D,master's degree,standard,none,79,89,95
male,group E,some high school,standard,completed,76,75,77
male,group E,associate's degree,standard,none,69,66,64
female,group B,bachelor's degree,free/reduced,none,75,88,83
female,group E,some high school,standard,completed,77,88,83
female,group E,associate's degree,standard,completed,79,91,97
male,group B,high school,free/reduced,none,64,77,68
female,group B,some college,free/reduced,completed,48,68,73
male,group E,bachelor's degree,standard,completed,100,100,100
female,group B,high school,free/reduced,completed,73,84,82
male,group D,master's degree,standard,none,84,84,89
male,group D,bachelor's degree,standard,completed,68,74,72
male,group C,associate's degree,free/reduced,none,76,69,64
male,group C,bachelor's degree,free/reduced,none,38,58,46
female,group D,associate's degree,free/reduced,none,42,60,61
female,group B,some high school,free/reduced,completed,53,67,71
female,group B,high school,standard,none,49,61,63
male,group C,master's degree,standard,none,68,66,68
male,group E,some college,standard,none,68,60,58
male,group D,some high school,free/reduced,none,57,43,44
male,group E,associate's degree,standard,completed,95,82,92
female,group D,some high school,standard,none,77,70,70
female,group E,associate's degree,standard,none,58,61,69
female,group C,some high school,standard,none,64,73,69
male,group C,some high school,standard,completed,64,61,57
male,group C,associate's degree,standard,completed,95,86,89
male,group D,some college,standard,none,89,74,76
female,group D,some college,standard,none,70,72,77
male,group A,high school,standard,completed,71,74,77
female,group C,some college,standard,none,59,72,69
male,group C,some college,standard,none,61,40,42
male,group D,associate's degree,standard,none,79,66,71
female,group D,bachelor's degree,free/reduced,none,66,69,77
male,group D,some college,free/reduced,none,65,54,61
male,group C,associate's degree,standard,none,76,69,69
female,group D,associate's degree,free/reduced,completed,77,86,100
female,group C,some college,standard,none,60,72,70
female,group C,some high school,standard,none,48,64,56
male,group D,some high school,standard,none,74,71,69
male,group D,associate's degree,standard,none,62,53,55
female,group B,high school,standard,none,84,95,83
male,group E,some college,standard,completed,86,73,64
male,group C,some college,standard,completed,81,79,82
female,group E,associate's degree,standard,completed,94,100,94
female,group B,associate's degree,free/reduced,none,54,65,62
female,group E,associate's degree,free/reduced,none,71,81,78
male,group D,some high school,standard,none,65,67,62
female,group D,some high school,standard,none,81,96,97
male,group E,associate's degree,standard,completed,66,64,65
female,group D,master's degree,free/reduced,completed,51,63,67
male,group E,some college,standard,none,98,85,86
male,group B,high school,standard,none,57,57,47
male,group B,some college,free/reduced,completed,61,66,66
female,group B,some high school,standard,none,74,81,77
female,group B,some high school,free/reduced,completed,73,94,85
female,group D,some college,free/reduced,completed,65,85,87
female,group C,high school,free/reduced,completed,59,69,62
male,group E,high school,standard,none,84,71,67
female,group D,some college,free/reduced,none,75,85,86
female,group B,some high school,standard,none,37,46,49
male,group D,some college,free/reduced,none,69,66,58
female,group E,some college,standard,completed,66,74,73
male,group C,some college,standard,none,54,36,38
male,group B,some college,standard,none,65,51,55
female,group C,some college,standard,none,70,72,74
female,group E,associate's degree,free/reduced,completed,56,66,74
male,group D,master's degree,standard,none,88,83,94
male,group B,some college,free/reduced,none,46,41,35
female,group D,master's degree,free/reduced,completed,61,72,79
male,group C,bachelor's degree,free/reduced,none,61,65,58
female,group D,high school,free/reduced,none,44,59,53
male,group D,high school,standard,none,66,56,48
male,group C,some college,standard,completed,99,89,90
female,group B,some high school,free/reduced,none,19,35,29
male,group C,some college,standard,none,57,41,43
female,group B,associate's degree,standard,none,57,60,65
female,group A,some college,standard,none,61,69,65
female,group C,associate's degree,standard,none,66,78,74
female,group E,high school,free/reduced,completed,68,74,76
male,group D,some high school,free/reduced,none,59,42,42
female,group C,some college,standard,completed,77,79,84
female,group C,some college,free/reduced,none,74,88,92
female,group D,master's degree,standard,none,49,61,61
male,group C,some college,standard,none,66,66,67
male,group C,some high school,free/reduced,completed,51,35,43
male,group D,bachelor's degree,standard,none,79,76,71
male,group D,some college,standard,none,41,44,41
male,group A,some college,free/reduced,completed,49,48,55
male,group E,associate's degree,free/reduced,completed,46,45,43
male,group C,some high school,free/reduced,completed,51,36,42
male,group C,some high school,free/reduced,none,66,68,66
male,group D,some college,standard,completed,82,81,86
female,group B,associate's degree,standard,none,56,71,68
male,group E,some college,standard,none,69,63,54
female,group B,some college,free/reduced,none,62,66,65
female,group D,some high school,free/reduced,none,51,52,52
female,group C,some college,standard,none,54,46,48
female,group D,high school,standard,none,82,77,80
female,group C,some high school,standard,none,66,68,75
male,group C,associate's degree,standard,completed,79,78,76
male,group D,some high school,standard,none,88,67,71
female,group D,some college,standard,none,63,70,78
male,group E,some college,standard,none,81,83,72
male,group E,associate's degree,standard,none,74,59,63
female,group D,some college,free/reduced,none,54,72,71
male,group B,high school,standard,none,60,58,48
female,group D,some college,free/reduced,completed,52,61,65
female,group C,bachelor's degree,free/reduced,completed,45,52,55
male,group D,bachelor's degree,free/reduced,none,56,45,45
female,group C,associate's degree,standard,none,61,66,69
male,group E,associate's degree,free/reduced,completed,82,71,73
male,group E,some high school,standard,completed,89,86,76
female,group E,master's degree,standard,none,61,69,68
male,group D,master's degree,standard,none,93,81,83
male,group A,high school,free/reduced,none,47,47,50
female,group B,associate's degree,free/reduced,none,44,64,55
female,group C,associate's degree,standard,completed,76,77,86
female,group C,bachelor's degree,standard,none,88,95,85
male,group D,associate's degree,standard,completed,66,73,67
male,group D,bachelor's degree,free/reduced,none,67,70,71
female,group C,bachelor's degree,standard,none,64,73,74
female,group D,associate's degree,standard,none,57,70,62
female,group E,master's degree,free/reduced,none,81,88,88
female,group B,high school,standard,completed,69,82,76
male,group B,associate's degree,standard,none,91,80,84
female,group C,high school,standard,none,73,86,85
male,group D,associate's degree,standard,none,82,75,77
male,group B,some high school,standard,none,72,62,57
female,group C,bachelor's degree,free/reduced,none,46,68,61
female,group A,some high school,standard,completed,82,89,92
male,group E,bachelor's degree,standard,completed,79,62,65
male,group B,high school,standard,completed,72,65,68
female,group D,some high school,free/reduced,completed,41,68,65
female,group D,some college,standard,none,70,75,77
female,group D,associate's degree,standard,none,68,74,80
female,group A,associate's degree,standard,none,84,91,93
male,group C,some high school,standard,none,74,70,64
female,group A,some college,standard,none,55,60,62
female,group C,some high school,standard,none,64,66,76
female,group C,some college,free/reduced,none,38,45,42
female,group B,some high school,standard,completed,58,68,74
female,group C,some college,free/reduced,completed,43,70,70
male,group D,associate's degree,standard,none,51,59,48
male,group C,high school,standard,none,83,69,61
male,group B,some high school,standard,none,79,68,58
male,group D,some college,standard,none,70,48,53
male,group C,high school,standard,completed,53,54,51
female,group C,associate's degree,standard,completed,56,75,79
male,group C,bachelor's degree,standard,completed,73,76,69
male,group E,some college,standard,none,76,68,69
female,group B,some high school,free/reduced,none,74,79,77
male,group B,associate's degree,standard,none,86,85,75
male,group C,associate's degree,standard,completed,86,75,74
female,group C,some college,free/reduced,completed,41,73,71
male,group D,some college,standard,none,77,75,72
female,group B,associate's degree,standard,completed,59,68,65
female,group A,master's degree,free/reduced,none,50,66,75
female,group D,some high school,standard,none,60,66,83
female,group A,some college,standard,completed,78,88,92
male,group E,associate's degree,standard,none,76,73,67
female,group D,bachelor's degree,free/reduced,none,64,75,77
male,group D,some college,free/reduced,none,65,57,59
male,group B,some college,free/reduced,none,69,67,64
female,group C,associate's degree,free/reduced,none,58,56,62
male,group E,bachelor's degree,standard,none,73,69,65
female,group E,high school,free/reduced,completed,53,73,73
male,group D,high school,standard,none,57,47,54
female,group C,high school,standard,none,75,82,77
male,group C,master's degree,free/reduced,completed,48,41,47
female,group B,associate's degree,standard,none,76,83,77
female,group E,some college,standard,completed,74,71,74
male,group C,bachelor's degree,free/reduced,none,57,66,61
male,group D,associate's degree,standard,completed,70,54,66
male,group D,master's degree,standard,none,96,85,85
female,group D,some college,free/reduced,none,72,65,70
male,group C,associate's degree,free/reduced,none,84,67,72
male,group E,some college,standard,completed,79,74,73
male,group D,some high school,standard,completed,71,69,67
male,group B,some high school,standard,none,91,87,76
female,group C,bachelor's degree,free/reduced,completed,69,74,86
female,group E,associate's degree,standard,completed,94,88,89
male,group C,some high school,free/reduced,none,67,63,51
male,group D,high school,standard,none,70,60,49
male,group D,some high school,standard,completed,88,89,79
male,group E,high school,free/reduced,none,56,55,52
male,group C,high school,free/reduced,none,61,57,56
male,group E,associate's degree,standard,completed,98,80,88
male,group B,bachelor's degree,free/reduced,none,46,49,46
female,group A,some high school,free/reduced,none,42,63,58
male,group C,associate's degree,standard,none,83,76,80
male,group C,some high school,standard,completed,75,82,71
male,group E,associate's degree,standard,completed,96,80,88
male,group C,high school,free/reduced,none,67,66,61
female,group C,some high school,standard,completed,69,73,78
female,group E,master's degree,standard,completed,87,100,93
female,group E,some college,standard,completed,64,78,73
female,group B,high school,standard,none,42,51,47
male,group B,some college,standard,none,64,64,56
female,group D,some college,standard,completed,71,72,79
female,group C,some college,standard,completed,73,70,81
female,group E,some high school,standard,completed,80,81,87
female,group C,some high school,free/reduced,none,0,20,10
female,group D,master's degree,standard,none,60,62,71
female,group C,associate's degree,standard,completed,66,82,80
male,group E,some college,standard,none,56,51,43
female,group C,some high school,free/reduced,completed,29,41,44
male,group E,bachelor's degree,standard,none,82,61,63
female,group D,bachelor's degree,standard,none,59,72,71
female,group D,bachelor's degree,free/reduced,none,72,78,81
male,group D,associate's degree,standard,none,78,66,77
female,group B,some college,free/reduced,completed,65,75,70
female,group B,associate's degree,free/reduced,none,54,70,68
male,group D,high school,free/reduced,none,74,76,66
male,group B,some high school,standard,completed,62,55,61
male,group A,some high school,free/reduced,completed,59,61,64
male,group D,associate's degree,standard,completed,80,69,79
male,group C,associate's degree,standard,completed,77,78,75
female,group B,some high school,standard,none,71,76,78
female,group A,associate's degree,standard,completed,54,65,62
male,group B,some college,standard,none,71,55,56
male,group A,some high school,standard,completed,65,72,68
male,group B,some college,standard,none,67,59,54
female,group B,high school,free/reduced,none,3,25,24
female,group B,high school,free/reduced,none,54,63,65
male,group E,high school,standard,none,96,71,71
male,group D,some college,standard,none,89,73,80
female,group A,high school,standard,none,57,72,79
female,group D,associate's degree,standard,completed,58,78,81
female,group C,associate's degree,standard,none,91,86,80
female,group C,bachelor's degree,standard,completed,77,89,91
male,group C,some high school,standard,completed,71,74,70
male,group B,some college,free/reduced,none,53,52,44
female,group E,some college,standard,completed,72,78,76
male,group C,associate's degree,standard,completed,87,100,93
female,group B,some high school,free/reduced,none,49,56,58
female,group C,some college,standard,none,70,78,79
female,group A,high school,free/reduced,completed,35,47,40
male,group C,associate's degree,standard,none,73,71,68
male,group C,some college,standard,none,61,61,60
male,group E,some high school,free/reduced,completed,74,65,56
male,group A,some high school,standard,completed,45,43,45
female,group C,some high school,standard,completed,47,52,52
female,group E,master's degree,standard,completed,88,100,93
male,group E,some college,free/reduced,completed,52,54,51
male,group B,some college,standard,none,63,66,59
male,group E,associate's degree,standard,none,73,60,59
female,group C,some college,free/reduced,none,20,41,32
male,group A,high school,standard,completed,71,75,73
male,group B,associate's degree,standard,none,92,76,83
female,group A,some high school,standard,completed,59,89,83
female,group B,associate's degree,free/reduced,none,58,73,69
male,group E,some college,standard,none,69,60,57
male,group C,some college,free/reduced,none,73,79,74
male,group C,bachelor's degree,standard,completed,64,65,68
male,group D,some high school,standard,completed,78,81,86
male,group B,high school,free/reduced,none,65,48,46
male,group B,some college,standard,none,61,64,54
male,group D,some high school,free/reduced,none,57,51,49
female,group C,high school,free/reduced,none,35,53,46
male,group B,some college,standard,none,62,64,58
female,group B,associate's degree,standard,none,84,80,77
male,group E,some college,free/reduced,completed,83,76,72
male,group B,high school,standard,none,60,68,59
female,group C,associate's degree,standard,none,64,75,72
male,group E,some high school,standard,completed,78,77,76
female,group C,some college,standard,none,56,70,74
male,group A,high school,standard,completed,71,72,73
female,group D,associate's degree,standard,none,76,75,70
male,group C,high school,standard,none,69,61,55
female,group D,associate's degree,standard,none,83,94,88
male,group E,some high school,standard,completed,67,53,59
male,group C,some college,standard,completed,82,79,79
male,group C,some high school,standard,none,63,56,50
female,group C,bachelor's degree,standard,none,77,87,89
male,group E,some college,standard,none,58,51,43
female,group C,some college,free/reduced,completed,64,84,80
female,group A,high school,free/reduced,completed,27,47,44
male,group D,high school,standard,none,72,68,70
male,group E,some high school,standard,completed,77,75,79
female,group C,some high school,free/reduced,none,42,50,48
female,group C,high school,standard,none,57,70,71
female,group D,some high school,free/reduced,completed,42,63,63
female,group C,associate's degree,free/reduced,completed,70,65,69
male,group D,high school,free/reduced,none,41,39,34
female,group C,bachelor's degree,free/reduced,completed,48,71,77
male,group C,associate's degree,standard,completed,82,72,76
female,group E,associate's degree,free/reduced,none,51,53,56
female,group C,high school,standard,none,73,80,85
male,group E,associate's degree,standard,completed,61,55,54
male,group A,bachelor's degree,standard,completed,75,58,60
female,group B,bachelor's degree,free/reduced,none,78,82,75
female,group C,associate's degree,standard,completed,69,84,86
male,group C,associate's degree,standard,completed,85,71,78
male,group D,some college,free/reduced,none,66,60,62
male,group C,associate's degree,standard,none,87,81,78
male,group D,bachelor's degree,free/reduced,none,59,45,44
female,group E,associate's degree,free/reduced,none,72,82,84
female,group B,some high school,standard,none,56,69,72
female,group D,bachelor's degree,free/reduced,none,66,72,80
male,group C,associate's degree,free/reduced,none,74,65,62
male,group D,some college,free/reduced,none,64,60,62
female,group C,high school,free/reduced,completed,57,74,65
male,group D,master's degree,standard,none,87,82,85
female,group C,some college,free/reduced,none,65,72,75
female,group D,some college,standard,none,81,90,90
female,group D,master's degree,free/reduced,completed,81,96,100
female,group A,some high school,free/reduced,none,36,41,45
male,group E,associate's degree,free/reduced,completed,92,71,78
male,group A,bachelor's degree,standard,completed,76,60,61
male,group B,associate's degree,standard,none,87,90,73
male,group E,some college,standard,none,69,59,60
female,group D,high school,standard,completed,66,76,79
male,group C,some college,standard,none,63,65,56
male,group D,some college,standard,completed,62,54,61
male,group C,associate's degree,standard,none,86,79,83
female,group E,associate's degree,standard,completed,98,89,91
male,group B,some high school,standard,completed,61,68,66
male,group B,some high school,standard,none,72,68,67
male,group D,some college,free/reduced,none,62,49,61
male,group B,high school,free/reduced,none,29,21,15
male,group C,some high school,free/reduced,completed,58,61,62
female,group B,high school,standard,completed,57,72,69
female,group D,associate's degree,free/reduced,none,52,54,55
male,group B,bachelor's degree,standard,none,65,57,56
female,group B,associate's degree,standard,none,78,84,77
female,group D,bachelor's degree,free/reduced,none,72,79,78
female,group C,some college,standard,completed,70,89,86
male,group C,some high school,free/reduced,none,65,58,54
female,group C,associate's degree,standard,none,67,81,72
female,group B,some high school,free/reduced,completed,52,65,71
male,group B,some college,standard,none,60,61,56
female,group C,some high school,free/reduced,none,39,51,53
male,group B,some college,standard,none,52,54,47
female,group B,high school,free/reduced,none,49,64,59
male,group D,some high school,standard,completed,75,70,71
male,group C,high school,free/reduced,none,57,63,51
female,group C,some high school,free/reduced,none,65,90,77
female,group C,some college,standard,completed,61,78,81
female,group C,associate's degree,standard,none,55,67,57
female,group E,associate's degree,standard,none,87,90,88
female,group E,some college,standard,none,74,71,77
male,group B,some college,free/reduced,none,53,53,43
female,group D,some college,standard,none,100,100,98
male,group C,some high school,standard,completed,62,60,58
female,group E,associate's degree,free/reduced,none,69,82,82
female,group C,some college,standard,completed,88,91,96
male,group B,associate's degree,standard,completed,64,64,62
female,group E,some college,free/reduced,completed,72,85,87
male,group C,some college,free/reduced,none,65,60,59
male,group C,high school,standard,completed,84,83,82
female,group C,some high school,standard,none,48,63,57
female,group C,associate's degree,free/reduced,none,55,60,61
female,group E,associate's degree,standard,none,52,51,56
male,group D,high school,standard,none,76,68,65
male,group C,some high school,free/reduced,completed,50,43,40
female,group B,high school,standard,completed,75,82,87
female,group C,some college,standard,none,56,71,64
female,group E,associate's degree,standard,none,86,95,87
male,group B,high school,free/reduced,none,67,75,65
male,group C,bachelor's degree,standard,completed,70,71,65
male,group D,associate's degree,free/reduced,none,51,60,49
female,group D,master's degree,free/reduced,none,40,57,49
male,group D,associate's degree,free/reduced,none,87,86,75
female,group B,associate's degree,free/reduced,none,52,74,69
female,group D,some high school,standard,completed,61,54,75
male,group C,some high school,standard,completed,61,60,57
female,group C,associate's degree,standard,none,40,59,50
male,group E,some high school,standard,completed,82,77,74
female,group B,some college,free/reduced,completed,49,55,60
female,group C,some high school,standard,none,63,68,77
male,group E,high school,standard,none,76,77,67
male,group E,associate's degree,standard,completed,81,83,79
female,group D,some college,standard,completed,70,73,78
female,group E,some college,standard,none,64,69,69
male,group C,some high school,standard,none,71,70,70
male,group D,master's degree,standard,none,99,84,88
male,group B,some college,free/reduced,none,38,42,40
male,group C,some college,standard,none,70,63,65
female,group C,associate's degree,standard,completed,70,77,77
female,group E,bachelor's degree,standard,none,80,81,84
male,group C,associate's degree,free/reduced,none,55,60,56
male,group A,associate's degree,standard,none,65,61,59
male,group D,some college,standard,none,57,55,53
male,group A,associate's degree,standard,none,55,58,54
male,group D,some college,standard,none,83,79,82
male,group B,high school,standard,completed,75,58,61
female,group C,bachelor's degree,standard,completed,97,100,100
female,group E,associate's degree,standard,completed,94,88,90
male,group E,some high school,standard,none,84,68,62
male,group A,bachelor's degree,standard,completed,80,78,81
female,group C,high school,standard,none,77,75,75
male,group E,some college,free/reduced,completed,50,52,51
male,group C,some high school,standard,none,59,62,55
male,group D,associate's degree,standard,none,59,57,53
male,group A,some college,standard,none,50,41,43
male,group A,bachelor's degree,standard,none,66,61,58
female,group C,associate's degree,standard,none,72,79,71
female,group A,high school,standard,completed,68,79,75
female,group C,associate's degree,standard,completed,64,74,79
male,group B,some college,free/reduced,none,38,38,31
female,group C,associate's degree,standard,none,57,71,67
male,group D,some high school,standard,none,74,72,69
male,group E,associate's degree,standard,none,69,55,64
male,group A,some college,standard,none,66,62,70
female,group B,some college,free/reduced,none,74,79,77
female,group D,associate's degree,free/reduced,none,25,30,37
male,group D,some college,free/reduced,none,61,58,60
male,group B,associate's degree,standard,none,79,73,63
male,group A,some high school,standard,completed,63,68,62
female,group D,some college,standard,none,69,78,74
female,group D,some college,standard,none,77,67,77
female,group B,associate's degree,standard,completed,58,70,65
female,group D,associate's degree,standard,none,58,70,65
male,group B,some high school,standard,completed,85,83,76
female,group E,high school,standard,none,100,92,87
male,group B,some high school,standard,completed,84,83,75
female,group C,some college,free/reduced,none,58,70,66
female,group B,associate's degree,free/reduced,completed,74,89,89
male,group B,bachelor's degree,free/reduced,none,64,61,56
female,group C,associate's degree,standard,none,80,76,78
